lenke , link
religion , religion
fjerne , remove
emne , Topic
fred , Peace
kommentere , comment
katt , Cat
lete , exploration
vestkant , westside
muslim , Muslim
teori , Theory
hjemmeside , Homepage
nede , down
vis , view
luft , air
hindre , prevent
oppmerksomhet , attention
fortjene , merit
bevegelse , motion
variere , vary
dømme , judge
omkring , about
ordning , scheme
ekstrem , extreme
butikk , shop
økning , increase
klær , clothing
virkelighet , reality
årlig , annually
jord , soil
forlate , leave
sør , south
dum , stupid
bortpå , hint at
professor , Professor
kritisk , critical
fordele , allocate
banan , banana
annerledes , different
stykke , piece
velkommen , welcome
mars , March
understreke , stress
jakt , hunting
fullstendig , complete
løs , loose
omfattende , comprehensive
inntrykk , impression
prege , characterize
et , a
medføre , cause
deilig , delicious
danne , forming
heldigvis , fortunately
kina , China
kontor , office
avgjøre , determine
strategi , strategy
kostnad , cost
bestille , book
energi , energy
studere , Study
innom , back
tilpasse , customize
kg , kg
peke , point
stikke , stick
fiske , fishing
undervisning , teaching
havn , harbor
art , art
beholde , keep
neppe , hardly
rygg , back
gård , Farm
britisk , British
km , km
fugl , bird
lønn , maple
strikk , Knitting
tvinge , force
lei , sorry
spare , save
aktør , player
institusjon , institution
formål , purposes
band , band
videregående , secondary
direktør , Director
måle , measure
not , not
vegg , Wall
frykte , fear
kunst , art
reagere , react
innrømme , admit
hverdag , everyday
relatere , relate
eiendom , property
sekund , second
uavhengig , independent
ledd , paragraph
sitat , quote
fattig , poor
kutte , cut
engasjere , get involved
flertall , majority
rapportere , reporting
allikevel , anyway
spre , spread
konklusjon , conclusion
tidspunkt , time
redigere , edit
vold , violence
opplæring , training
ferd , about
fylkeskommune , County Council
nettverk , network
ferie , vacation
gul , yellow
kjær , dear
leilighet , apartment
avstand , distance
påpeke , point
spor , track
reaksjon , reaction
østkant , East End
klikk , clicks
plate , plate
solid , solid
hytte , Cottage
angripe , attack
utgave , edition
frihet , freedom
forandre , change
savne , miss
suksess , Success
etterpå , afterwards
motor , engine
anse , Reputation
rolig , quiet
altfor , too
tyde , indicate
oppfordre , encourage
kontrakt , contract
unntak , exception
detalj , Detail
enhet , Device
cm , cm
dø , die
kontrollere , check
posisjon , position
igjennom , through
sol , sun
hår , hair
budsjett , budget
streng , string
øyeblikk , moment
hoppe , skip
more , more
slag , stroke
laste , load
kjempegøy , blast
anlegg , construction
dog ," however,"
overta , take over
løpe , run
ansikt , face
vanligvis , usually
bidrag , contributions
mamma , Mom
respekt , respect
åtte , eight
bolig , residential
hundre , hundred
nærhet , proximity
oppfatte , perceive
tilhøre , belong
akseptere , accept
psykisk , mental
beskjed , Message
advokat , Attorney
bry , bother
innstilling , setting
diverse , miscellaneous
skog , forest
trykk , pressure
dom , dom
ri , ri
grunnleggende , basic
engang , even
gøy , Fun
sjef , Chief
forsvare , defend
indre , inner
frivillig , voluntary
forutsetning , assumption
datter , daughter
presse , push
nyttig , useful
brann , fire
tøff , tough
lykkes , succeed
angrep , attack
fokusere , focus
avgjørende , essential
utstilling , display
veranda , veranda
finger , finger
individuell , individual
utland , abroad
tja , tja
ok , ok
lagre , save
samtale , Call
beskytte , protect
erstatte , substitute
automatisk , automatic
umiddelbar , immediate
kvartal , quarter
mage , stomach
seriøs , serious
vilje , will
fylke , county
greie , thing
fransk , French
bikkje , dog
uttalelse , Opinion
dokument , document
skremme , scare
jevn , steady
liksom , somehow
smak , taste
produsent , manufacturer
smile , smile
fest , party
konferanse , Conference
eier , Owner
utslipp , emissions
oppdrag , mission
sannsynligvis , probably
dobbel , double
foreligge , be
tradisjon , tradition
forsiktig , careful
relevant , relevant
utenlandsk , foreign
forresten , by the way
skifte , shift
ukjent , unknown
befinne , located
fot , foot
forskrift , Regulations
sitere , quote
statlig , state
bringe , bring
mangel , lack
bekymre , worry
gym , gym
undersøke , examine
soldat , soldier
oppgi , quote
utnytte , exploit
design , design
motsatt , opposite
drøm , dream
munn , mouth
religiøs , religious
felt , field
artist , artist
anta , assume
blå , blue
forklaring , explanation
nærme , approach
forside , Front
sønn , son
dommer , Judge
typisk , typical
prioritere , prioritize
bevege , move
arbeidsplass , workplace
sektor , sector
leke , play
eksamen , examination
analyse , analysis
utarbeide , prepare
offisiell , official
nydelig , lovely
skjule , hide
håp , hope
definere , define
legg , post
oppfatning , perception
bygning , building
hav , sea
brenne , burn
synd , sorry
pause , break
beskrivelse , description
kjempegod , yummy
koble , Connect
bestemmelse , provision
sunn , healthy
vindu , window
dit , there
bror , brother
hendelse , Event
medisin , Medicine
forbi , past
runde , round
stil , style
merkelig , strange
bunn , Bottom
kommunal , municipal
ytre , outer
kategori , Category
avsløre , reveal
rund , round
halvpart , half
felle , trap
tåle , withstand
kart , map
snill , kind
lange , long
mobil , mobile
ære , honor
innsendt , submitted
blande , mixing
ekte , real
stolt , proud
høgskole , College
nødvendigvis , necessarily
rente , rate
departement , Department
nordisk , Nordic
kjønn , sex
forutsette , assuming
dato , date
innbygger , capita
tilstand , condition
skuespiller , Actor
seng , bed
tulle , tulle
søt , cute
veiledning , guidance
arm , arm
nyte , enjoy
servere , servers
trist , sad
sleng , slap
signal , signal
rein , reindeer
kjedelig , boring
last , load
mikrofon , Microphone
stjerne , star
sannhet , Truth
statsminister , Prime Minister
smerte , pain
kule , cool
fengsel , prison
ettermiddag , afternoon
nøye , carefully
overgang , transition
forholde , deal
blad , Sheet
kapittel , Chapter
element , Item
rykte , reputation
forventning , expectation
skolegård , schoolyard
elektronisk , electronic
sjø , sea
alkohol , alcohol
data , Data
egenskap , property
fremfor , Above
villig , willing
kar , guy
litteratur , Literature
påstand , claim
perspektiv , perspective
le , le
blod , blood
problemstilling , issue
heldig , lucky
såpass , such
samling , collection
tydeligvis , apparently
verk , works
kvinnelig , female
feire , celebrate
elv , river
tilstrekkelig , sufficient
muligens , possibly
lek , play
vin , wine
intern , internal
kjerring , bitch
score , score
Italia , Italy
vennlig , friendly
faktor , factor
kandidat , candidate
fremstå , appear
besteforelder , grandparent
arrangement , event
kjæreste , Girlfriend
ni , nine
blikk , glance
islam , Islam
overføre , transfer
lukke , close
hud , skin
bevisst , conscious
do , do
samarbeide , cooperate
moro , Fun
kommunikasjon , communication
slåball , slåball
vitenskapelig , scientific
kombinasjon , combination
trussel , threat
forberede , prepare
stein , stone
gull , gold
kaffe , coffee
slette , delete
nedover , down
dialog , Dialogue
middag , noon
levende , living
rase , race
plukke , pick
fremtidig , future
arbeidsgiver , employer
hensikt , purpose
herlig , lovely
dokumentere , document
plassering , location
krise , crisis
kvadrat , square
involvere , involve
gravid , Pregnant
status , status
hybel , bedsit
opplyse , state
huse , house
korrekt , correct
spiss , tip
himmel , sky
rive , tear
øre , ear
hate , hate
forbund , Association
plante , plant
høyde , height
opprettholde , maintain
lokale , local
stemning , mood
funke , funke
undertegne , sign
ulovlig , illegal
oppføre , behave
orden , Order
snø , snow
valp , Puppy
vill , wild
straffe , punish
fange , catch
anonym , Anonymous
dramatisk , dramatically
egne , own
pleie , Care
delvis , partially
kunstner , artist
reell , real
mail , mail
ovenfor , above
innvandrer , immigrant
hallo , hello
nabo , neighbor
hull , holes
boks , box
løfte , lift
tegne , subscribe
forhånd , advance
ekspert , expert
døgn , days
vind , wind
festival , festival
ivareta , safeguard
tildele , allocate
skudd , shot
stas , stately
gifte , married
påstå , claim
ekstern , external
skritt , step
vende , turn
møtes , meet
klima , climate
andel , share
alvor , serious
låne , borrow
tynn , thin
kulturell , cultural
glass , glass
oppover , upwards
smake , taste
investering , investment
sko , Shoes
motstander , resistors
garantere , guarantee
industri , Industry
engasjement , commitment
bevise , prove
favoritt , favorite
redaktør , Editor
voldsom , violent
kant , edge
overleve , Survive
gratulere , congratulate
keeper , keeper
kombinere , combine
vedkommende , competent
preke , preach
satsing , commitment
roman , novel
hit , hit
tørre , dry
egg , eggs
ro , ro
generasjon , generation
fjerde , fourth
sannsynlig , likely
klassisk , Classical
innflytter , sojourner
jøde , Jew
medisinsk , medical
demokrati , democracy
helle , pour
gjeng , gang
regi , direction
fet , Bold
profesjonell , professional
foredrag , Presentations
motstand , resistance
forbedre , improve
seksuell , sexual
derifra , from there
utvide , expand
ifra , basis
frykt , Fear
bonde , farmer
ring , ring
sur , sur
beregne , calculate
temperatur , temperature
fart , speed
bransje , industry
skriftlig , writing
oppgjør , settlement
våkne , wake
batteri , battery
arbeidsliv , Working
male , male
helt , quite
hittil , date
tendens , tendency
søk , search
binde , bind
jaså , Really
te , tea
riktignok , albeit
virkning , effect
tørr , dry
nøyaktig , exactly
regional , regional
passere , pass
gripe , intervene
grundig , thoroughly
klikke , clicking
pluss , plus
symptom , symptom
gave , gift
føles , feels
tillit , trust
ake , ake
programvare , software
ordne , fix
hage , garden
avvise , reject
dokumentasjon , Documentation
figur , Figure
tilbakemelding , feedback
initiativ , initiative
heve , raise
uttrykke , express
motsetning , Unlike
bygg , building
finale , Final
skip , Ship
nedre , lower
ane , ane
åpenbare , obvious
synke , sink
utenom , outside
teknikk , technique
offer , victim
demokratisk , democratic
kino , cinema
forhandling , negotiation
synlig , visible
anbefaling , recommendation
muslimsk , Muslim
oppløsning , solution
maks , max
bryst , breast
gjenta , repeat
fornuftig , reasonable
reklame , advertising
seminar , seminar
børs , stock
kritisere , criticize
aksjon , action
episode , episode
meny , menu
likhet , equality
beklage , regret
artig , fun
riksmål , riksmål
kle , dress
samtlige , all the
danse , dance
sykkel , bike
avansere , advance
spenning , voltage
hive , hive
låt , song
forbeholde , reserve
svekke , weaken
bla , browse
åpning , opening
formidle , convey
rydde , clear
nytte , benefit
våpen , weapons
vekke , wake
opptre , act
tolke , interpret
avgjørelse , decision
hjørne , corner
bit , bit
stygg , ugly
fersk , fresh
gulv , floor
forening , Association
tog , train
sone , zone
rå , raw
søren , søren
forlag , Publishing
nødt , have
region , region
drap , murder
plikt , duty
uenig , disagree
stole , trust
drømme , dream
real , real
gift , married
forbruker , consumer
obligatorisk , mandatory
telle , count
fyr , guy
pappa , Dad
handel , Trade
mobiltelefon , cellular phone
kollega , colleague
utgift , Expense
beslutning , decision
firma , company
selger , seller
dagbok , Diary
venstre , left
diabetes , diabetes
trafikk , Traffic
balkong , balcony
blåse , Blow
bake , bake
sikte , view
kjøtt , meat
kjøkken , kitchen
nedenfor , below
hovedsak , mainly
økologisk , organic
skru , screw
billett , ticket
traktor , tractor
kilo , kg
venne , accustom
pakke , package
uheldig , unfortunate
antagelig , presumably
banke , knock
ordentlig , properly
homofil , gay
verktøy , Tools
øvelse , exercise
regelverk , regulations
grov , rough
bite , bite
retningslinje , Guidelines
virkemiddel , instrument
dels , partly
bolig , residential
prate , chat
trekk , move
høne , hen
ledig , free
karriere , career
adresse , Address
fellesskap , community
fritidsaktivitet , leisure activity
papir , Paper
budskap , Message
helhet , whole
opptil , up
stabil , stable
restaurant , restaurant
statistikk , Statistics
selvstendig , independent
gidde , bother
ordinær , Annual
stråle , beam
forby , ban
stjele , Steal
omgivelse , ambient
frukt , fruit
forestilling , performance
bevis , evidence
skoletid , school
militær , Military
original , original
trives , thrive
innspill , input
menneskelig , human
pendle , commute
parkeringsplass , parking space
henhold , according
berøre , touch
risikere , risk
radio , radio
kontakte , contact
deltakelse , participation
etisk , ethical
rad , row
fraflytting , depopulation
presentasjon , presentation
ovevise , ovevise
innføring , introduction
fader , Fr.
underveis , along
partner , partner
rope , shout
utfordre , challenge
etasje , floor
tilskudd , grants
kapasitet , capacity
sikt , term
omsetning , turnover
kø , Queue
konkurrent , competitor
konkludere , conclude
moderator , moderator
inspirere , inspire
noensinne , Ever
finanskrise , financial crisis
regle , rhyme
tilfeldig , random
midlertidig , temporary
vestlig , Western
strand , beach
bud , Bid
knuse , Crush
forsterke , reinforce
grep , grip
fastsette , determine
legemiddel , Medicines
administrasjon , management
tilfredsstille , satisfy
forbruk , consumption
ærlig , honest
studie , study
opplegg , programs
gud , God
ekteskap , marriage
sliten , tired
potensial , potential
hobby , hobby
næring , industry
trend , trend
vellykket , successful
vilkår , conditions
guttunge , boy
omfang , Scope
kreativ , creative
format , format
beløp , amount
oljepris , oil prices
kåre , scores
fortelling , story
bensinstasjon , gas station
ulykke , accident
læring , Learning
arbeidstaker , employee
myk , soft
smart , smart
barnevern , Child Welfare
koselig , cozy
stall , stall
forandring , change
mangfold , Diversity
tone , tone
liter , liter
strid , violation
regulere , regulate
fil , File
snøball , Snowball
fenomen , phenomenon
skolebuss , school bus
hvorvidt , whether
langsiktig , long-term
godta , accept
ligne , mimic
hemmelig , secret
innse , face
kampanje , Campaign
pass , passport
unik , unique
g , g
scene , scene
overskudd , profit
nåværende , current
russisk , Russian
advare , warn
lån , Loans
datamaskin , computer
omsorg , care
medium , medium
regnskap , Accounting
opphold , Stay
kjekk , handsome
skeptisk , skeptical
motiv , design
skarp , sharp
avgift , fee
vest , west
informere , inform
trinn , Step
årsmøte , Annual Meeting
frøken , Miss
betrakte , considered
fotballbane , football
synspunkt , point
ille , bad
individ , individual
dose , dose
leverandør , supplier
planlegging , planning
pedagogisk , educational
frist , deadline
blank , blank
mektig , powerful
lide , suffer
voks , Wax
stue , living
øy , island
vinterferie , winter
nedgang , decrease
overhode , head
investere , Investing
tempo , pace
gråte , cry
strekke , stretch
utgi , release
speider , Scout
statbudsjett , State budget
bot , bot
juridisk , legal
vert , host
oppfølging , follow-up
fat , barrel
faen , fuck
straff , punishment
foretrekke , preferable
signere , sign
blodsukker , blood sugar
vegne , behalf
sakte , slowly
transport , transport
divisjon , Division
mynt , coin
overgrep , assault
tidsskrift , journal
lue , cap
ond , evil
gli , slide
storting , Parliament
forbud , ban
valgkamp , campaign
eks , items
vaksine , vaccine
evig , forever
oppskrift , Recipe
bestemt , determined
vitne , Witness
kilometer , kilometer
bakke , ground
tilknytning , connection
hovedsakelig , mainly
spent , excited
stress , stress
håndtere , deal
menighet , congregation
variant , variant
gass , gas
dødball , set piece situation
hjerne , brain
stanse , stop
regissør , director
balanse , balance
fotograf , photographer
dyktig , accomplished
henholdsvis , respectively
utbygging , development
unødvendig , unnecessary
ballspill , ball games
bakgård , Backyard
innsikt , insight
nyfødt , newborn
tabell , Table
medarbeider , employee
senke , lower
kosthold , diet
grunne , shallow
støl , sore
